"ALERT_ID","ALERT_TYPE","SEVERITY","DESCRIPTION","DOCUMENT_IDS","STATUS","ASSIGNED_TO","CREATED_AT","RESOLVED_AT","RESOLUTION_NOTES","BL_ID","DETECTED_AT","AI_RISK_ASSESSMENT","AI_RECOMMENDED_ACTION","AI_DECISION_REASON","AI_ANALYZED_AT"
147,"WEIGHT_ANOMALY","MEDIUM","Workflow: MAEU04217 weight 37144kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:14:39.801","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4211,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:14:38.405"
148,"WEIGHT_ANOMALY","MEDIUM","Workflow: EGLV01992 weight 32119kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:14:49.728","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",1982,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:14:48.152"
149,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU01129 weight 33307kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:14:57.397","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",1119,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:14:55.856"
150,"WEIGHT_ANOMALY","MEDIUM","Workflow: HLCU04519 weight 31566kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:15:05.332","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",4513,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:15:03.867"
151,"WEIGHT_ANOMALY","MEDIUM","Workflow: ONEY05098 weight 36065kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:15:55.129","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",5092,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:15:53.423"
152,"WEIGHT_ANOMALY","MEDIUM","Workflow: ONEY02010 weight 40149kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:16:15.913","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",2000,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:16:14.397"
153,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU02596 weight 35694kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:16:23.709","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",2586,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:16:22.229"
154,"WEIGHT_ANOMALY","MEDIUM","Workflow: ONEY06899 weight 43064kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:16:32.037","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",6893,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:16:30.556"
155,"WEIGHT_ANOMALY","MEDIUM","Workflow: ONEY06897 weight 31218kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:16:42.545","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",6891,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of shell/front companies or extraction issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:16:41.167"
156,"WEIGHT_ANOMALY","MEDIUM","Workflow: HLCU00335 weight 33656kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:16:49.601","CLEARED by AI decision - no fraud confirmed. Reason: Cost per kg is within normal range ($0.1911, 0.75x median) and no sanctions matches (0).",325,"2026-07-23 01:59:56.961","The alert indicates a normal cost-per-kg band and no sanctions matches, suggesting a low-risk transaction. Key indicators: Cost per kg = $0.1911 (0.75x median), Sanctions matches = 0.","CLEAR","Cost per kg is within normal range ($0.1911, 0.75x median) and no sanctions matches (0).","2026-08-02 01:16:48.225"
157,"WEIGHT_ANOMALY","MEDIUM","Workflow: MAEU08818 weight 42053kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:16:57.149","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",8812,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:16:55.694"
158,"WEIGHT_ANOMALY","MEDIUM","Workflow: EGLV01169 weight 43354kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:17:10.076","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",1159,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:17:08.349"
159,"WEIGHT_ANOMALY","MEDIUM","Workflow: HLCU00442 weight 35512kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:17:17.604","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",432,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:17:16.250"
160,"WEIGHT_ANOMALY","MEDIUM","Workflow: YMLU06773 weight 35722kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:17:27.334","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",6767,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:17:25.996"
161,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU05833 weight 35722kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:17:35.227","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",5827,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:17:33.854"
162,"WEIGHT_ANOMALY","MEDIUM","Workflow: MAEU05015 weight 31152kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:17:43.255","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",5009,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:17:41.872"
163,"WEIGHT_ANOMALY","MEDIUM","Workflow: EGLV03046 weight 36970kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:17:51.255","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",3036,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:17:49.844"
164,"WEIGHT_ANOMALY","MEDIUM","Workflow: OOLU00428 weight 44301kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:17:59.029","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",418,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indicators of high risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:17:57.700"
165,"WEIGHT_ANOMALY","MEDIUM","Workflow: CMDU09869 weight 35785kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:18:06.679","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",9863,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:18:05.277"
166,"WEIGHT_ANOMALY","MEDIUM","Workflow: MAEU07229 weight 32806kg exceeds 30T","","RESOLVED","","2026-07-23 01:59:56.961","2026-08-02 01:18:16.286","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",7223,"2026-07-23 01:59:56.961","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. There are no indications of fraud or compliance issues.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 01:18:14.884"
167,"WEIGHT_ANOMALY","MEDIUM","Workflow: OOLU09456 weight 33462kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",9450,"2026-07-23 01:59:56.961","","","",""
168,"WEIGHT_ANOMALY","MEDIUM","Workflow: EGLV07227 weight 44848kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",7221,"2026-07-23 01:59:56.961","","","",""
169,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU04740 weight 30549kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",4734,"2026-07-23 01:59:56.961","","","",""
170,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU05420 weight 40119kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",5414,"2026-07-23 01:59:56.961","","","",""
171,"WEIGHT_ANOMALY","MEDIUM","Workflow: OOLU04638 weight 44075kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",4632,"2026-07-23 01:59:56.961","","","",""
172,"WEIGHT_ANOMALY","MEDIUM","Workflow: CAXU08339 weight 33960kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",8333,"2026-07-23 01:59:56.961","","","",""
173,"WEIGHT_ANOMALY","MEDIUM","Workflow: CMDU03837 weight 31216kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",3827,"2026-07-23 01:59:56.961","","","",""
174,"WEIGHT_ANOMALY","MEDIUM","Workflow: CMDU04598 weight 37175kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",4592,"2026-07-23 01:59:56.961","","","",""
175,"WEIGHT_ANOMALY","MEDIUM","Workflow: MSKU04374 weight 30350kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",4368,"2026-07-23 01:59:56.961","","","",""
176,"WEIGHT_ANOMALY","MEDIUM","Workflow: CAXU02538 weight 43990kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",2528,"2026-07-23 01:59:56.961","","","",""
177,"WEIGHT_ANOMALY","MEDIUM","Workflow: CAXU04705 weight 34589kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",4699,"2026-07-23 01:59:56.961","","","",""
178,"WEIGHT_ANOMALY","MEDIUM","Workflow: CMDU07598 weight 36569kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",7592,"2026-07-23 01:59:56.961","","","",""
179,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU02912 weight 37254kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",2902,"2026-07-23 01:59:56.961","","","",""
180,"WEIGHT_ANOMALY","MEDIUM","Workflow: MAEU05201 weight 40929kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",5195,"2026-07-23 01:59:56.961","","","",""
181,"WEIGHT_ANOMALY","MEDIUM","Workflow: OOLU00899 weight 35427kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",889,"2026-07-23 01:59:56.961","","","",""
182,"WEIGHT_ANOMALY","MEDIUM","Workflow: ONEY02733 weight 42493kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",2723,"2026-07-23 01:59:56.961","","","",""
183,"WEIGHT_ANOMALY","MEDIUM","Workflow: YMLU06069 weight 32057kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",6063,"2026-07-23 01:59:56.961","","","",""
184,"WEIGHT_ANOMALY","MEDIUM","Workflow: MSKU04009 weight 39444kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",3999,"2026-07-23 01:59:56.961","","","",""
185,"WEIGHT_ANOMALY","MEDIUM","Workflow: EGLV09079 weight 31310kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",9073,"2026-07-23 01:59:56.961","","","",""
186,"WEIGHT_ANOMALY","MEDIUM","Workflow: MAEU03684 weight 33750kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",3674,"2026-07-23 01:59:56.961","","","",""
187,"WEIGHT_ANOMALY","MEDIUM","Workflow: HLCU04999 weight 31939kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",4993,"2026-07-23 01:59:56.961","","","",""
188,"WEIGHT_ANOMALY","MEDIUM","Workflow: YMLU05492 weight 32433kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",5486,"2026-07-23 01:59:56.961","","","",""
189,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU01214 weight 38373kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",1204,"2026-07-23 01:59:56.961","","","",""
190,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU09680 weight 32226kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",9674,"2026-07-23 01:59:56.961","","","",""
191,"WEIGHT_ANOMALY","MEDIUM","Workflow: YMLU08197 weight 38745kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",8191,"2026-07-23 01:59:56.961","","","",""
192,"WEIGHT_ANOMALY","MEDIUM","Workflow: APZU08615 weight 43545kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",8609,"2026-07-23 01:59:56.961","","","",""
193,"WEIGHT_ANOMALY","MEDIUM","Workflow: MAEU06340 weight 43746kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",6334,"2026-07-23 01:59:56.961","","","",""
194,"WEIGHT_ANOMALY","MEDIUM","Workflow: OOLU01711 weight 44937kg exceeds 30T","","OPEN","","2026-07-23 01:59:56.961","","",1701,"2026-07-23 01:59:56.961","","","",""
408,"HIGH_VALUE_ANOMALY","HIGH","Workflow: DEMO063120 charges $75000 exceed $50K","","RESOLVED","","2026-07-23 06:31:31.429","2026-08-02 03:23:50.710","AUTO-BLOCKED by AI decision. Reason: BLOCK due to suspicious counterparty names: SUSPICIOUS TRADING CO and SHELL CORP INTL.",1,"2026-07-23 06:31:31.429","The key indicators are the suspicious names of the shipper and consignee, which suggest potential shell companies. The cost per kg is within the normal band and there are no sanctions matches.","BLOCK","BLOCK due to suspicious counterparty names: SUSPICIOUS TRADING CO and SHELL CORP INTL.","2026-08-02 03:23:48.791"
310,"HIGH_VALUE_ANOMALY","HIGH","Pipeline: Auto-detected $75K + 95T anomaly on BL_ID=14000","","RESOLVED","","2026-07-23 06:42:05.743","2026-08-02 03:23:43.823","AUTO-BLOCKED by AI decision. Reason: BLOCK due to suspicious counterparty names: 'SUSPICIOUS TRADING CO' and 'SHELL CORP INTL'.",14000,"2026-07-23 06:42:05.743","The key indicators are the counterparty names and the sanctions matches. The shipper name 'SUSPICIOUS TRADING CO' and the consignee name 'SHELL CORP INTL' both indicate potential shell/front companies. Sanctions matches are 0, but the suspicious names warrant a block.","BLOCK","BLOCK due to suspicious counterparty names: 'SUSPICIOUS TRADING CO' and 'SHELL CORP INTL'.","2026-08-02 03:23:41.904"
508,"HIGH_VALUE_ANOMALY","HIGH","Auto-detected by DAG on new BL: TESTSTREAM-001 | $75000 | 12000kg","","ESCALATED","","2026-07-25 20:08:12.140","","Escalated to compliance team",14100,"2026-07-25 20:08:12.140","","","",""
708,"DOCUMENT_QUALITY","MEDIUM","Workflow: MAEU2026011 AI extraction confidence 75/100 - Ingested from PDF bill_of_lading/BL_MAERSK_MAEU2026011_ERROR.pdf | AI extraction alert: ContainerNumber","","ESCALATED","","2026-07-31 20:12:54.547","","ESCALATED to compliance team by AI decision. Reason: Cost per kg is not computable and the container number contains prohibited characters.",14302,"2026-07-31 20:12:54.547","The key indicators are the non-computable cost per kg and the invalid container number. The cost per kg is not computable, and the container number 'MSK@#$%789' contains prohibited characters, which raises concerns about the document's validity.","ESCALATE","Cost per kg is not computable and the container number contains prohibited characters.","2026-08-02 00:39:50.454"
800,"DUPLICATE_BL_NUMBER","HIGH","Duplicate BL number detected: EGLV2026015","14315,14303","ESCALATED","","2026-08-01 21:46:23.988","","ESCALATED to compliance team by AI decision. Reason: AI did not return a structured reason; defaulted to human review.","","","","ESCALATE","AI did not return a structured reason; defaulted to human review.","2026-08-01 21:47:26.604"
801,"DUPLICATE_BL_NUMBER","HIGH","Duplicate BL number detected: MAEU2026001","14314,14304","ESCALATED","","2026-08-01 21:46:23.988","","ESCALATED to compliance team by AI decision. Reason: AI did not return a structured reason; defaulted to human review.","","","","ESCALATE","AI did not return a structured reason; defaulted to human review.","2026-08-01 22:06:16.809"
803,"DUPLICATE_BL_NUMBER","HIGH","Duplicate BL number detected: MAEU2026001","14314,14304","ESCALATED","","2026-08-01 22:16:40.385","","ESCALATED to compliance team by AI decision. Reason: AI did not return a structured reason; defaulted to human review.","","","","ESCALATE","AI did not return a structured reason; defaulted to human review.","2026-08-01 22:16:58.100"
804,"DUPLICATE_BL_NUMBER","HIGH","Duplicate BL number detected: EGLV2026015","14315,14303","ESCALATED","","2026-08-01 22:16:40.385","","ESCALATED to compliance team by AI decision. Reason: AI did not return a structured reason; defaulted to human review.","","","","ESCALATE","AI did not return a structured reason; defaulted to human review.","2026-08-01 22:17:14.900"
825,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8800 exceed the 99th percentile $8409 on EGLV04388","","RESOLVED","","2026-08-01 23:33:58.952","2026-08-02 00:38:11.332","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.",4382,"2026-08-01 23:33:58.952","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN), sanctions matches (0), and recognizable counterparties (Phong Phu Garment and Carrefour SA). All indicators are within acceptable ranges, suggesting low risk.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognizable real businesses.","2026-08-02 00:38:09.982"
826,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8796 exceed the 99th percentile $8409 on YMLU05105","","RESOLVED","","2026-08-01 23:33:58.952","2026-08-02 00:38:21.241","CLEARED by AI decision - no fraud confirmed. Reason: Cost per kg is within the normal range (1.58x the peer median of $0.2558) and no sanctions matches (0).",5099,"2026-08-01 23:33:58.952","The alert indicates a high-value anomaly, but the cost per kg is within the normal range (1.58x the peer median of $0.2558), and there are no sanctions matches. Both counterparties are recognizable real businesses. The key indicators are cost per kg ($0.4031) and sanctions matches (0).","CLEAR","Cost per kg is within the normal range (1.58x the peer median of $0.2558) and no sanctions matches (0).","2026-08-02 00:38:19.816"
827,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8793 exceed the 99th percentile $8409 on YMLU08220","","RESOLVED","","2026-08-01 23:33:58.952","2026-08-02 00:38:51.787","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",8214,"2026-08-01 23:33:58.952","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. The high-value anomaly flag alone does not warrant escalation or blocking.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:38:50.373"
828,"HIGH_VALUE_ANOMALY","MEDIUM","Charges $8788 exceed the 99th percentile $8409 on MAEU08256","","RESOLVED","","2026-08-01 23:33:58.952","2026-08-02 00:38:59.953","CLEARED by AI decision - no fraud confirmed. Reason: Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.",8250,"2026-08-01 23:33:58.952","The key indicators are the cost-per-kg band (NORMAL_AT_OR_BELOW_5X_MEDIAN) and sanctions matches (0). Both counterparties are recognisable real businesses, and the cost per kg is economically ordinary. The high-value anomaly flag alone does not warrant escalation or blocking.","CLEAR","Sanctions matches = 0, cost-per-kg band is NORMAL_AT_OR_BELOW_5X_MEDIAN, and both counterparties are recognisable real businesses.","2026-08-02 00:38:58.545"
